Material Cost (R),Material Charges (R),Asset ID,Install Date,Asset MFG Date,In Service?,Model Number,Model Number MFG,Manufacturer ID
169.24,169.24,041175,11/4/2016,12/1/1998,TRUE,RENAISSANCE,1711,Stryker
0,0,130575,1/30/2019,12/1/1998,TRUE,COJACK-PLUS,COJACK-PLUS,
74.73,89.73,19521,11/18/2022,3/1/2015,TRUE,ZOOM,1125,Stryker
0,0,MX1600476,11/5/2019,,TRUE,1000,P1160B,HILL-ROM
0,0,MX1992916,7/6/2023,,TRUE,EVOLUTION,33060400,SIZEWISE
0,0,MX2054807,12/4/2020,12/10/2019,TRUE,CENTRELLA,P7900B100242,HILL-ROM
0,0,18017,9/16/2022,11/1/2013,TRUE,S3,3005,Stryker
0,0,EE145164,2/14/2024,,TRUE,Procuity,,Stryker
0,0,EE169373,7/24/2019,,TRUE,EVOLUTION,EVOLUTION,SIZEWISE
313,313,EE77042,3/11/2021,,TRUE,S3,3005,Stryker
157.88,157.88,101719,4/26/2018,,TRUE,TOTALCARE,P1840BCA000003,HILL-ROM
21.04,24.2,06105,11/6/2022,,TRUE,SECURE,3002,Stryker
91.49,91.49,130988,10/22/2019,10/1/2014,TRUE,ENTERPRISE,9800,Arjo
0,0,136904,1/29/2019,,TRUE,CENTRELLA,P7900B000010,HILL-ROM
42.31,42.31,041215,2/28/2017,12/1/1998,TRUE,RENAISSANCE,1711,Stryker
422.71,433.47,107123,10/25/2019,,TRUE,TRANSTAR,P8000,HILL-ROM
0,0,113058,11/16/2016,10/1/2011,TRUE,PRIME BIG WHEEL,1115,Stryker
0,0,EE73551,7/10/2019,,TRUE,TRANSTAR,P8000,HILL-ROM
0,0,MX2541554,5/26/2022,6/1/2021,TRUE,ZOOM,1125-000-000E,Stryker
0,0,130982,10/22/2019,10/1/2014,TRUE,ENTERPRISE,9800,Arjo
0,0,MX1666176,12/9/2019,11/1/2017,TRUE,S3 PATRIOT,3002S3,Stryker
0,0,MX1992929,7/6/2023,,TRUE,EVOLUTION,33060400,SIZEWISE
0,0,MX2051285,12/4/2020,12/6/2019,TRUE,CENTRELLA,P7900B100242,HILL-ROM
320.85,368.98,EE169777,7/24/2019,,TRUE,EVOLUTION,EVOLUTION,SIZEWISE
217.13,217.13,EE45662,10/22/2015,,TRUE,VERSACARE,P3200K000500,HILL-ROM
231.69,266.45,EE96424,5/14/2019,8/28/2009,TRUE,VERSACARE,P3200H000293,HILL-ROM
0,0,MX1600477,11/1/2019,,TRUE,VERSACARE,P3200,HILL-ROM
188.4,216.66,MX1645472,5/13/2019,9/21/2017,TRUE,VERSACARE,P3200K000122,HILL-ROM
0,0,136898,1/29/2019,,TRUE,CENTRELLA,P7900B000010,HILL-ROM
0,0,136973,2/1/2019,10/30/2018,TRUE,CENTRELLA,P7900B000011,HILL-ROM
0,0,EE145246,2/14/2024,,TRUE,Procuity,,Stryker
0,0,EE145311,2/14/2024,,TRUE,Procuity,,Stryker
0,0,0073000001123,12/4/2023,10/1/2023,TRUE,ZOOM,1125-000-000E,Stryker
0,0,0706 089106,12/15/2022,6/1/2007,TRUE,M-SERIES,1015,Stryker
0,0,1503 03082,9/17/2022,3/1/2015,TRUE,ZOOM,1125,Stryker
0,0,MX2425045,5/15/2023,1/13/2021,TRUE,PROGRESSA,P7500,HILL-ROM
1298.8,1562.9,MX2425046,5/8/2023,1/15/2021,TRUE,PROGRESSA,P7500,HILL-ROM
0,0,13138,10/30/2023,9/1/2008,TRUE,SECURE,3002S2,Stryker
0,0,EE144891VASD,2/14/2024,,TRUE,Procuity,,Stryker
0,0,MX1993221,7/6/2023,,TRUE,EVOLUCION,33060400,SIZEWISE
0,0,138443,10/23/2019,,TRUE,PROGRESSA,P7500A000912,HILL-ROM
0,0,159652,10/31/2019,,TRUE,PROGRESSA,P7500A000912,HILL-ROM
749.21,899.43,19649,1/19/2023,3/30/2015,TRUE,TOTALCARE,PR1900KM000040,HILL-ROM
0,0,EE114378,5/8/2023,9/29/2014,TRUE,Progressa,P7500,HILL-ROM
0,0,EE145520,2/14/2024,,TRUE,Procuity ZMX,,Stryker
0,0,33389,12/8/2023,1/1/2012,TRUE,EYE SURGERY STRETCHER,1089,Stryker
6578.42,7546.48,11557,11/23/2022,,TRUE,INTOUCH,2134/2141,Stryker
0,0,136964,1/30/2019,10/26/2018,TRUE,CENTRELLA,P7900B000022,HILL-ROM
50.51,63.14,MX1993021,7/6/2023,,TRUE,EVOLUTION,33060400,SIZEWISE
0,0,0911032218,5/16/2019,,TRUE,PRIME ZOOM,1125,Stryker
0,0,126779,11/30/2016,11/1/2015,TRUE,PRIME BIG WHEEL,1115,Stryker
0,0,127118,11/18/2016,3/1/2016,TRUE,PRIME BIG WHEEL,1115,Stryker
0,0,133279,10/31/2019,4/1/2015,TRUE,PRIME BIG WHEEL,1115,Stryker
0,0,33396,1/18/2023,,TRUE,PRIME ZOOM,1125,Stryker
0,0,124461,3/25/2021,,TRUE,ADVANTA 2,P1190,HILL-ROM
0,0,EE144607,2/14/2024,,TRUE,Procuity,,Stryker
0,0,MX2213652,4/10/2023,,TRUE,PATRIOT,3005S3,Stryker
0,0,MX2584072,12/2/2021,9/1/2021,TRUE,Centrella,CTN-355,HILL-ROM
0,0,MX2584078,12/2/2021,9/2/2021,TRUE,Centrella,CNT-355,HILL-ROM
0,0,R221AW4179,10/15/2020,,TRUE,PROGRESSA,P7500A000912,HILL-ROM
0,0,131420,10/29/2019,10/1/2014,TRUE,ENTERPRISE,9800,Arjo
253.26,291.25,136780,1/23/2019,10/26/2018,TRUE,CENTRELLA,P7900B000010,HILL-ROM
0,0,136785,1/23/2019,10/26/2018,TRUE,CENTRELLA,P7900B000010,HILL-ROM
0,0,176884,4/12/2022,,TRUE,CENTRELLA,P7900B200467,HILL-ROM
197.19,198.63,125439,11/28/2016,12/1/1998,TRUE,RENAISSANCE,1711,Stryker
0,0,132557,10/31/2019,,TRUE,TMM4,TMM4,TRANSMOTION
145.1,181.38,MX123648,5/20/2019,11/1/2013,TRUE,ZOOM,1125,Stryker
164.83,189.56,131441,10/30/2019,10/1/2014,TRUE,ENTERPRISE,9800,Arjo
0,0,136798,1/23/2019,,TRUE,CENTRELLA,P7900B000010,HILL-ROM
0,0,176762,4/12/2022,,TRUE,CENTRELLA,P7900B200467,HILL-ROM
0,0,30402,9/19/2022,,TRUE,S3,3005S3EX,Stryker
0,0,EE69919,12/20/2021,10/29/2021,TRUE,CENTRELLA,P7900B200468,HILL-ROM
392.72,456.61,EE96468,5/17/2019,8/27/2009,TRUE,VERSACARE,P3200H000293,HILL-ROM
396.56,495.7,MX2214181,4/10/2023,7/1/2020,TRUE,PATRIOT,3005S3,Stryker
0,0,107110,10/28/2019,,TRUE,TRANSTAR,P8000,HILL-ROM
169.24,169.24,125436,11/16/2016,12/1/1998,TRUE,RENAISSANCE,1711,Stryker
0,0,MX159308,7/9/2019,5/1/2015,TRUE,PRIME ZOOM,1125,Stryker
1007.32,1259.16,158635,3/16/2022,,TRUE,CITADEL PLUS,FX811B3B4AMABB,Arjo
0,0,131448,11/1/2019,10/1/2014,TRUE,ENTERPRISE,9800,Arjo
174.42,200.58,MX2051261,12/4/2020,,TRUE,CENTRELLA,P7900B100242,HILL-ROM
0,0,MX210938,5/14/2019,,TRUE,SPIRIT SELECT,5700,Stryker
0,0,136872,1/28/2019,,TRUE,CENTRELLA,P7900B000010,HILL-ROM
0,0,158196,4/12/2022,,TRUE,CENTRELLA,P7900B200467,HILL-ROM
443.52,510.05,EE45659,10/23/2015,,TRUE,VERSACARE,P3200K000500,HILL-ROM
0,0,0707 089117,1/21/2023,7/1/2007,TRUE,M-SERIES,1015,Stryker
0,0,126777,11/17/2016,11/1/2015,TRUE,PRIME BIG WHEEL,1115,Stryker
0,0,138351,10/28/2019,,TRUE,TMM4,TMM4,TRANSMOTION
50.23,50.23,130532,8/24/2018,9/21/2017,TRUE,PROGRESSA,P7500A000131,HILL-ROM
0,0,138482,10/31/2019,,TRUE,PROGRESSA,P7500A000912,HILL-ROM
0,0,EE35795,10/23/2015,,TRUE,VERSACARE,P3200J,HILL-ROM
37.78,43.45,EE65703,11/19/2020,9/30/2020,TRUE,CENTRELLA,P7900B100223,HILL-ROM
54.26,54.26,MX1929414,7/1/2019,,TRUE,VERSACARE,P3200,HILL-ROM
0,0,MX2584091,12/2/2021,9/7/2021,TRUE,CENTRELLA,P7900,HILL-ROM
0,0,136843,1/23/2019,,TRUE,CENTRELLA,P7900B000010,HILL-ROM
0,0,136499,1/31/2019,,TRUE,MOBILECARE,FHC 7101,FUTURE HEALTH CONCEPTS
0,0,EE145506,2/14/2024,,TRUE,Procuity ZMX,,Stryker
0,0,131054,10/22/2019,10/1/2014,TRUE,ENTERPRISE,9800,Arjo
0,0,MX1993183,7/6/2023,,TRUE,EVOLUTION,33060400,SIZEWISE
0,0,MX1993207,7/6/2023,,TRUE,EVOLUTION,33060400,SIZEWISE
195.62,224.96,MX2054819,12/4/2020,12/10/2019,TRUE,CENTRELLA,P7900B100242,HILL-ROM
0,0,13944,9/16/2022,3/1/2010,TRUE,S3,3002,Stryker
0,0,EE32533,10/23/2015,,TRUE,VERSACARE,P3200J,HILL-ROM
482.17,482.17,MX1658710,12/9/2019,11/1/2017,TRUE,S3 PATRIOT,3002S3,Stryker
54.26,0,MX1822677,5/14/2019,4/4/2018,TRUE,VERSACARE,P3200K000122,HILL-ROM
0,0,125136,10/25/2019,11/1/2013,TRUE,TRANSPORT,0747,Stryker
0,0,138444,11/1/2019,,TRUE,PROGRESSA,P7500A000912,HILL-ROM
1827.25,1935.99,EE94486,3/13/2021,,TRUE,INTOUCH,2141,Stryker
0,0,130972,2/27/2020,10/1/2014,TRUE,ENTERPRISE,9800,Arjo
0,0,136880,1/29/2019,,TRUE,CENTRELLA,P7900B000010,HILL-ROM
0,0,176835,4/12/2022 7:28,,TRUE,CENTRELLA,P7900B200467,HILL-ROM
155.86,178.26,MX1811922,5/13/2019,7/12/2018,TRUE,VERSACARE,P3200K000122,HILL-ROM
135.56,169.46,MX2051291,12/4/2020,12/10/2019,TRUE,CENTRELLA,P7900B100242,HILL-ROM
0,0,112344,2/28/2017,,TRUE,Gynnie OB-GYN,1061,Stryker
0,0,EE145253,2/14/2024,,TRUE,Procuity,,Stryker
0,0,EE145260,2/14/2024,,TRUE,Procuity,,Stryker
0,0,EE146972,2/10/2017,2/1/2015,TRUE,SECURE S3,3005S3EX,Stryker
54.63,62.82,EE169785,7/24/2019,,TRUE,EVOLUTION,EVOLUTION,SIZEWISE
0,0,EE192692,1/4/2021,,TRUE,OOK SNOW,FL36,Umano
0,0,29949,11/14/2022,,TRUE,S3,3005S3,Stryker
0,0,EE115926,5/30/2023,3/19/2015,TRUE,VERSACARE,,HILL-ROM
15.42,15.42,EE123535,11/5/2014,11/1/2012,TRUE,S3,3005S3,Stryker
0,0,MX1949876,7/9/2019,,TRUE,ZOOM,1125-000-000E,Stryker
0,0,28851,9/13/2022,,TRUE,PROGRESSA,P7500A000762,HILL-ROM
5333.91,5423.93,MX1928280,10/22/2019,10/30/2018,TRUE,PROGRESSA,P7500A000554,HILL-ROM
0,0,131040,10/21/2019,10/1/2014,TRUE,ENTERPRISE,9800,Arjo
0,0,131413,1/10/2020,10/1/2014,TRUE,ENTERPRISE,9800,Arjo
0,0,MX2585020,11/18/2021,,TRUE,CENTRELLA,P7900B200453,HILL-ROM
0,0,131663,12/11/2018,3/1/2006,TRUE,GYNNIE OB-GYN,1061,Stryker
0,0,15037,3/6/2023,12/1/2010,TRUE,S3,3002,Stryker
0,0,EE144728,2/14/2024,,TRUE,Procuity,,Stryker
0,0,EE45645,10/22/2015,10/30/2014,TRUE,VERSACARE,P3200K00050,HILL-ROM
0,0,K240AD4968,4/5/2019,8/28/2009,TRUE,VERSACARE,P3200,HILL-ROM
0,0,MX1675781,12/10/2019,11/1/2017,TRUE,S3 PATRIOT,3002S3,Stryker
0,0,119236,11/18/2016,,TRUE,BPRIME BIG WHEEL,1115,Stryker
4.99,5.74,141419,10/28/2019,9/1/2015,TRUE,PRIME BIG WHEEL,1115,Stryker
2917.24,3358.77,19481,11/6/2022,3/1/2015,TRUE,PRIME ZOOM,1125,Stryker
0,0,MX1949872,7/8/2019,,TRUE,PRIME ZOOM,1125,Stryker
0,0,MX2220061,9/28/2020,7/1/2020,TRUE,PRIME ZOOM,1125,Stryker
0,0,EE65701,11/19/2020,9/30/2020,TRUE,CENTRELLA,P7900B100223,HILL-ROM
58.74,67.55,MX2052608,1/31/2020,12/9/2019,TRUE,CENTRELLA,P7900,HILL-ROM
870.43,1000.99,124457,8/11/2021,,TRUE,ADVANTA 2,,HILL-ROM
0,0,140336,2/2/2021,3/1/2006,TRUE,GYNNIE OB-GYN,1061,Stryker
814.86,857.62,106343,11/16/2016,,TRUE,CUB,FL19H,Stryker
0,0,EE124793,11/5/2014,1/1/2013,TRUE,SECURE S3,3005S3,Stryker
0,0,EE144898,2/14/2024,,TRUE,PROCUITY,,Stryker
0,0,EE170497,7/25/2019,,TRUE,EVOLUTION,EVOLUTION,SIZEWISE
873.35,593.55,EE170571,7/25/2019,,TRUE,EVOLUTION,EVOLUTION,SIZEWISE
0,0,EE191245,1/5/2021,,TRUE,CENTRELLA,P7900,HILL-ROM
0,0,1000005961,5/8/2019,,TRUE,BARI 10A,BARI 10A,JOERNS
0,0,1110001277,5/8/2019,,TRUE,BARI10ABED,BARI10ABED,JOERNS
0,0,136808,1/23/2019,,TRUE,CENTRELLA,P7900B000010,HILL-ROM
0,0,176873,4/8/2022,,TRUE,CENTRELLA,P7900B200467,HILL-ROM
0,0,176887,4/12/2022 5:27,,TRUE,CENTRELLA,P7900B200467,HILL-ROM
0,0,123322,10/31/2019,,TRUE,PRIME BIG WHEEL,1115,Stryker
324.34,372.99,19523,1/19/2023,3/1/2015,TRUE,ZOOM,1125,Stryker
132.15,132.15,EE45810,10/23/2015,9/30/2014,TRUE,PROGRESSA,P7500,HILL-ROM
5.87,6.75,12727,9/19/2022,,TRUE,INTOUCH,2131/2141,Stryker
0,0,136831,1/23/2019,,TRUE,CENTRELLA,P7900B,HILL-ROM
0,0,MX1700234,12/11/2019,11/1/2017,TRUE,S3 PATRIOT,3002S3,Stryker
0,0,MX2585031,12/2/2021,,TRUE,CENTRELLA,P7900,HILL-ROM
0,0,U326PF0196,12/4/2020,,TRUE,CENTRELLA,P7900B100242,HILL-ROM
0,0,79176,10/29/2019,,TRUE,SECURE 2,3002,Stryker
0,0,EE145319,2/14/2024,,TRUE,Procuity,,Stryker
0,0,EE192681,1/4/2021,,TRUE,OOK SNOW,FL36,Umano
5.72,7.15,MX1700226,12/11/2019,11/1/2017,TRUE,S3 PATRIOT,3002S3,Stryker
0,0,176863,4/12/2022,,TRUE,CENTRELLA,P7900B200467,HILL-ROM
0,0,19847,9/19/2022,,TRUE,SPIRIT SELECT,N3A02BCEFM,CHG
8.73,8.73,125426,11/30/2016,9/1/2009,TRUE,M-SERIES,1015,Stryker
76.53,95.67,32625,9/9/2022,,TRUE,ZOOM,1125-000-000E,Stryker
0,0,8007,5/18/2016,,TRUE,UCXTBED,UCXTBED,JOERNS
0,0,8016,5/18/2016,,TRUE,UCXTBED,UCXTBED,JOERNS
0,0,MX2214221,5/24/2023,3/1/2020,TRUE,,,Stryker
0,0,EE120813,12/5/2019,11/1/2016,TRUE,S3 PATRIOT,3005S3 PATRIOT,Stryker
790.83,909.46,EE170254,5/30/2019,,TRUE,EVOLUTION,EVOLUTION,SIZEWISE
0,0,EE170617,7/25/2019,1/1/2012,TRUE,EVOLUTION,EVOLUTION,SIZEWISE
0,0,EE191936,1/6/2021,,TRUE,OOK SNOW,FL36,Umano
0,0,EE191946,1/6/2021,,TRUE,OOK SNOW,FL36,Umano
115.1,143.88,13098,9/9/2022,9/1/2008,TRUE,SECURE,3002,Stryker
210.04,260.99,13106,2/24/2023,9/1/2008,TRUE,SECURE,3002,Stryker
0,0,19863,10/26/2022,,TRUE,SPIRIT SELECT,N3A02BCEFM,CHG
0,0,29796,2/23/2023,3/1/2010,TRUE,S3,3002,Stryker
0,0,0705 088780,9/13/2022,,TRUE,GLIDEAWAY,1007,Stryker
0,0,MX2220016,9/29/2022,7/1/2020,TRUE,,,Stryker
622.84,224.19,136761,1/23/2019,,TRUE,AFFINITY 4,P3700E000010,HILL-ROM
185.64,206.47,136764,1/23/2019,,TRUE,AFFINITY 4,P3700E000010,HILL-ROM
2479.76,2416.79,MX1928273,3/1/2021,10/5/2018,TRUE,PROGRESSA,P7500A000554,HILL-ROM
90.56,104.14,12106,3/6/2023,6/1/2007,TRUE,SECURE,3002,Stryker
0,0,MX2585014,11/18/2021,9/7/2021,TRUE,CENTRELLA,P7900,HILL-ROM
0,0,EE144730,2/14/2024,,TRUE,Procuity,,Stryker
0,0,EE150095,7/24/2019,4/1/2015,TRUE,S3,3005S3EX,Stryker
0,0,MX1993240,7/6/2023,,TRUE,EVOLUTION,33060400,SIZEWISE
2190.1,2518.62,MX2054803,6/9/2020,12/9/2019,TRUE,CENTRELLA,P7900B100242,HILL-ROM
0,0,12110,9/18/2022,6/1/2007,TRUE,SECURE,3002,Stryker
779.06,779.06,124442,10/30/2019,,TRUE,ADVANTA 2,P1190,HILL-ROM
884.24,1021.72,131002,10/21/2019,10/1/2014,TRUE,ENTERPRISE,9800,Arjo
0,0,131310,10/30/2019,10/1/2014,TRUE,ENTERPRISE,9800,Arjo
48.11,48.11,128426,11/18/2016,12/1/1998,TRUE,RENAISSANCE,1711,Stryker
0,0,30079,11/6/2022,,TRUE,PRIME ZOOM,1125,Stryker
0,0,138434,10/24/2019,,TRUE,PROGRESSA,P7500A000912,HILL-ROM
107.22,107.22,EE94698PA,3/6/2018,,TRUE,ULTRA CARE XT,UCXT,JOERNS
0,0,11110001658,5/8/2019,,TRUE,BARI 10A,BARI 10A,JOERNS
0,0,136852,1/30/2019,10/26/2018,TRUE,CENTRELLA,P7900B000010,HILL-ROM
0,0,119461,11/30/2016,10/1/2013,TRUE,GYNNIE,1061,Stryker
0,0,13885,9/16/2022,3/1/2010,TRUE,S3,3002,Stryker
0,0,EE103867,11/11/2015,1/1/2013,TRUE,S3,3005S3EX,Stryker
0,0,EE144610,2/14/2024,,TRUE,Procuity,,Stryker
2457.91,2826.6,EE170506,7/25/2019,,TRUE,EVOLUTION,EVOLUTION,SIZEWISE
0,0,EE191255,1/5/2021,,TRUE,CENTRELLA,P7900,HILL-ROM
0,0,MX2052584,1/31/2020,12/6/2019,TRUE,CENTRELLA,P7900B100242,HILL-ROM
0,0,MX159307,10/21/2020,5/1/2015,TRUE,PRIME ZOOM,1125,Stryker
0,0,17652,11/18/2022,11/1/2013,TRUE,BIRTHING BED,4701,Stryker
0,0,EE145385,2/14/2024,,TRUE,Procuity ZMX,,Stryker
22.17,27.71,13090,1/18/2023,9/1/2008,TRUE,SECURE,3002,Stryker
0,0,131017,10/22/2019,10/1/2014,TRUE,ENTERPRISE,9800,Arjo
0,0,EE35805,10/23/2015,,TRUE,VERSACARE,P3200J000380,HILL-ROM
0,0,MX1666164,12/9/2019,11/1/2017,TRUE,S3 PATRIOT,3002S3,Stryker
832.45,957.32,MX1811920,5/14/2019,7/12/2018,TRUE,VERSACARE,P3200K000122,HILL-ROM
0,0,MX1993187,7/6/2023,,TRUE,EVOLUTION,33060400,SIZEWISE
0,0,131024,10/21/2019,10/1/2014,TRUE,ENTERPRISE,9800,Arjo
0,0,136892,1/29/2019,,TRUE,CENTRELLA,P7900B000010,HILL-ROM
54.63,62.82,EE169762,7/24/2019,,TRUE,EVOLUTION,EVOLUTION,SIZEWISE
0,0,EE183330,12/12/2022,,TRUE,CENTRELLA,P7900,HILL-ROM
0,0,0073000001117,12/4/2023,10/1/2023,TRUE,ZOOM,1125,Stryker
72.28,83.13,15575,11/15/2022,7/1/2011,TRUE,PRIME ZOOM,1125,Stryker
0,0,19658,3/29/2023,4/1/2015,TRUE,BIG WHEEL,1115,Stryker
31.28,39.1,EE151714,10/5/2017,9/14/2015,TRUE,PROGRESSA,P7500,HILL-ROM
0,0,EE94494,3/13/2021,,TRUE,INTOUCH,2141,Stryker
0,0,132408,11/1/2019,10/1/2014,TRUE,ENTERPRISE,9800,NEUROPEDICS
295.95,295.95,EE45651,10/23/2015,,TRUE,VERSACARE,P3200K000500,HILL-ROM
0,0,MX2851906,1/30/2024,,TRUE,GYNNIE,1061,Stryker
1344.66,1387.42,106347,11/16/2016,,TRUE,CUB,FL19H,Stryker
0,0,136874,1/29/2019,,TRUE,CENTRELLA,P7900B000010,HILL-ROM
1987.93,2286.12,EE170252,7/24/2019,,TRUE,EVOLUTION,EVOLUTION,SIZEWISE
0,0,EE183326,11/11/2022,,TRUE,CENTRELLA,P7900,HILL-ROM
43.02,53.78,107125,5/23/2023,,TRUE,,,HILL-ROM
91.1,91.1,125519,11/16/2016,6/1/2009,TRUE,M-SERIES,1015,Stryker
627.81,701.12,MX1928278,3/11/2021,10/30/2018,TRUE,PROGRESSA,P7500A000554,HILL-ROM
0,0,MX2107806,5/15/2023,5/7/2020,TRUE,PROGRESSA,P7500,HILL-ROM
0,0,MX3373859,7/25/2024,10/10/2023,TRUE,,,HILL-ROM
0,0,EE146968,7/24/2019,2/1/2015,TRUE,SECURE S3,3005S3EX,Stryker
234.99,270.24,EE169377,1/5/2018,1/1/2000,TRUE,EVOLUTION,EVOLUTION,SIZEWISE
0,0,EE81715,3/12/2021,11/1/2013,TRUE,S3,3005,Stryker
512.58,511.49,MX1815517,5/13/2019,4/4/2018,TRUE,VERSACARE,P3200K000122,HILL-ROM
31.48,39.35,MX2586443,11/18/2021,9/1/2021,TRUE,CENTRELLA,P7900B200453,HILL-ROM
0,0,124448,10/23/2019,,TRUE,ADVANTA 2,P1190,HILL-ROM
2089.22,2089.22,131301,2/14/2020,10/1/2014,TRUE,ENTERPRISE,9800,Arjo
1322,1322,136947,1/30/2019,,TRUE,CENTRELLA,P7900B000011,HILL-ROM
0,0,158209,4/12/2022,,TRUE,CENTRELLA,P7900B200467,HILL-ROM
0,0,29944,9/17/2022,,TRUE,S3,3005,Stryker
1404.36,1755.45,17654,9/15/2022,11/1/2013,TRUE,BIRTHING BED,4701,Stryker
449.2,516.58,EE114377,5/26/2023,9/29/2014,TRUE,PROGRESSA,P7500,HILL-ROM
48.37,54.6,130975,10/22/2019,10/1/2014,TRUE,ENTERPRISE,9800,Arjo
0,0,EE191218,12/23/2020,,TRUE,CENTRELLA,P7900,HILL-ROM
0,0,EE192676,1/4/2021,,TRUE,OOK SNOW,FL36,Umano
0,0,MX107268,5/14/2019,1/31/2011,TRUE,VERSACARE,P3200J000293,HILL-ROM
0,0,MX1992964,7/6/2023,1/1/2000,TRUE,EVOLUTION,33060400,SIZEWISE
0,0,MX2586423,11/18/2021,8/24/2021,TRUE,Centrella,CNT-355,HILL-ROM
43.02,53.78,107103,10/25/2019,,TRUE,TRANSTAR,P8000,HILL-ROM
0,0,136502,1/31/2019,,TRUE,MOBILECARE,FHC 7101,FUTURE HEALTH CONCEPTS
0,0,MX162826,5/13/2019,,TRUE,TRANSTAR,P8000,HILL-ROM
0,0,8054,5/18/2016,,TRUE,UCXTBED,UCXTBED,JOERNS
608.14,699.36,142528,6/7/2023,1/1/2000,TRUE,Power Pro XT,6506,Stryker
0,0,12634,2/28/2023,,TRUE,S3,3005S3 EX,Stryker
430.8,507.17,MX2052545,1/31/2020,12/19/2019,TRUE,CENTRELLA,P7900B100242,HILL-ROM
1704.13,2130.16,17900,11/6/2022,11/1/2013,TRUE,S3,3005 S3,Stryker
0,0,EE145206,2/14/2024,,TRUE,Procuity,,Stryker
0,0,EE146966,2/9/2017,2/1/2015,TRUE,SECURE S3,3005S3EX,Stryker
2525.25,2556.36,EE170584,7/25/2019,,TRUE,EVOLUTION,EVOLUTION,SIZEWISE
155,193.75,MX2052539,1/31/2020,12/6/2019,TRUE,CENTRELLA,P7900B100242,HILL-ROM
452.38,520.24,33007,11/4/2022,,TRUE,FIFTH WHEEL,1105,Stryker
129.17,157.05,EE151717,7/24/2019,9/14/2015,TRUE,PROGRESSA,P7500,HILL-ROM
0,0,135799,1/29/2019,,TRUE,TRANSPORT STRETCHER,FHC 7101,FUTURE HEALTH CONCEPTS
0,0,136936,1/30/2019,,TRUE,CENTRELLA,P7900B,HILL-ROM
0,0,EE191271,5/17/2021,9/3/2020,TRUE,CENTRELLA,P7900,HILL-ROM
0,0,EE191916,1/6/2021,,TRUE,OOK SNOW,FL36,Umano
0,0,MX2064042,3/3/2020,2/17/2020,TRUE,CENTRELLA,P7900B100242,HILL-ROM
0,0,MX2214222,4/10/2023,3/1/2020,TRUE,PATRIOT,3005S3,Stryker
1711.62,1622.62,111207,1/22/2018,,TRUE,TOTALCARE,P1900P006976,HILL-ROM
0,0,8353,5/18/2016,,TRUE,RESIDENT,P870,HILL-ROM
0,0,131438,1/10/2020,10/1/2014,TRUE,ENTERPRISE,9800,Arjo
45.12,45.12,136930,1/30/2019,,TRUE,CENTRELLA,P7900B000025,HILL-ROM
0,0,13920,9/13/2022,3/1/2010,TRUE,S3,3002,Stryker
0,0,EE191948,1/6/2021,,TRUE,OOK SNOW,FL36,Umano
0,0,MX1649226,5/14/2019,9/21/2017,TRUE,VERSACARE,P3200K000122,HILL-ROM
0,0,MX1675784,12/10/2019,11/1/2017,TRUE,S3 PATRIOT,3002S3,Stryker
0,0,MX1993211,7/6/2023,,TRUE,EVOLUTION,33060400,SIZEWISE
0,0,17902,3/14/2023,11/1/2013,TRUE,S3,3005,Stryker
0,0,EE144601,2/14/2024,,TRUE,Procuity,,Stryker
0,0,EE145197,2/14/2024,,TRUE,Procuity,,Stryker
2073.79,2384.86,EE170487,7/25/2019,,TRUE,EVOLUTION,EVOLUTION,SIZEWISE
0,0,EE172586,7/25/2019,,TRUE,GO BED II,FL28,Stryker
0,0,EE183010,1/5/2021,4/13/2020,TRUE,CENTRELLA,P7900,HILL-ROM
20.04,23.04,19546,10/12/2022,3/1/2015,TRUE,PRIME ZOOM,1125,Stryker
0,0,131004,10/22/2019,10/1/2014,TRUE,ENTERPRISE,9800,Arjo
642.05,658.58,131415,10/23/2019,10/1/2014,TRUE,ENTERPRISE,9800,Arjo
91.49,91.49,131446,1/29/2020,10/1/2014,TRUE,ENTERPRISE,9800,Arjo
22.17,27.71,13155,10/31/2022,9/1/2008,TRUE,SECURE,3002,Stryker
0,0,MX1993205,7/6/2023,,TRUE,EVOLUION,33060400,SIZEWISE
0,0,M098AD8000,12/3/2019,,TRUE,VERSACARE,P3200,HILL-ROM
1.02,1.02,MX1649224,5/13/2019,9/21/2017,TRUE,VERSACARE,P3200K000122,HILL-ROM
0,0,MX1675779,12/12/2019,11/1/2017,TRUE,S3 PATRIOT,3005S3,Stryker
0,0,MX1822675,5/13/2019,4/4/2018,TRUE,VERSACARE,P3200,HILL-ROM
0,0,MX1992927,7/6/2023,,TRUE,EVOLUTION,33060400,SIZEWISE
0,0,EE144743VASD,2/14/2024,,TRUE,Procuity,,Stryker
0,0,EE145325,2/14/2024,,TRUE,Procuity,,Stryker
0,0,EE145372,2/14/2024,,TRUE,Procuity,,Stryker
0,0,EE170606,7/25/2019,1/1/2012,TRUE,EVOLUTION,EVOLUTION,SIZEWISE
0,0,EE191212,12/23/2020,,TRUE,CENTRELLA,P7900,HILL-ROM
0,0,EE192672,1/4/2021,,TRUE,OOK SNOW,FL36,Umano
2011.27,2399.59,13156,9/13/2022,9/1/2008,TRUE,SECURE,3002,Stryker
661.69,827.11,13947,9/21/2022,3/1/2010,TRUE,S3,3002,Stryker
0,0,176812,4/12/2022,,TRUE,CENTRELLA,P7900B200467,HILL-ROM
